home_win,home_team_tricode,arena,attendance,sellout,gameTimeET,gameTimeUTC,duration
1,ATL,State Farm Arena,17129,1,2024-02-27T19:30:00Z,2024-02-28T00:30:00Z,2:05
1,UTA,Delta Center,18206,1,2024-01-03T21:00:00Z,2024-01-04T02:00:00Z,2:43
1,DEN,Ball Arena,19661,1,2023-11-14T22:00:00Z,2023-11-15T03:00:00Z,2:30
0,NYK,Madison Square Garden,19812,1,2024-03-10T19:00:00Z,2024-03-10T23:00:00Z,2:19
0,MIN,Target Center,18024,1,2024-03-01T20:00:00Z,2024-03-02T01:00:00Z,2:37
0,LAL,Crypto.com Arena,18416,0,2024-01-11T22:00:00Z,2024-01-12T03:00:00Z,2:19
1,NYK,Madison Square Garden,19812,1,2023-11-08T19:30:00Z,2023-11-09T00:30:00Z,2:12
1,DEN,Ball Arena,19811,1,2024-03-21T21:00:00Z,2024-03-22T01:00:00Z,2:13
1,ORL,Amway Center,18846,1,2023-11-26T18:00:00Z,2023-11-26T23:00:00Z,2:16
1,LAC,Crypto.com Arena,19370,1,2024-01-23T22:00:00Z,2024-01-24T03:00:00Z,2:11
1,OKC,Paycom Center,18203,1,2024-03-10T19:00:00Z,2024-03-10T23:00:00Z,2:02
0,SAS,Frost Bank Center,18354,1,2023-11-17T19:30:00Z,2023-11-18T00:30:00Z,2:21
1,OKC,Paycom Center,18203,1,2024-01-02T20:00:00Z,2024-01-03T01:00:00Z,2:18
0,LAL,Crypto.com Arena,18687,0,2023-11-15T22:00:00Z,2023-11-16T03:00:00Z,2:13
1,NYK,Madison Square Garden,19812,1,2023-11-12T12:00:00Z,2023-11-12T17:00:00Z,2:10
1,CLE,Accor Arena,15887,1,2024-01-11T14:00:00Z,2024-01-11T19:00:00Z,2:31
1,ORL,Kia Center,19459,1,2024-03-03T18:00:00Z,2024-03-03T23:00:00Z,2:11
0,DEN,Ball Arena,19808,1,2023-12-29T21:00:00Z,2023-12-30T02:00:00Z,2:05
0,NYK,Madison Square Garden,19812,1,2023-10-25T19:00:00Z,2023-10-25T23:00:00Z,2:40
0,DEN,Ball Arena,19544,1,2023-12-08T21:00:00Z,2023-12-09T02:00:00Z,2:28
1,UTA,Delta Center,18206,0,2024-03-15T21:30:00Z,2024-03-16T01:30:00Z,2:12
1,SAC,Golden 1 Center,17832,1,2024-03-18T22:00:00Z,2024-03-19T02:00:00Z,2:43
0,NOP,Smoothie King Center,18684,1,2024-02-25T19:00:00Z,2024-02-26T00:00:00Z,2:06
1,ATL,State Farm Arena,14541,0,2024-01-17T19:30:00Z,2024-01-18T00:30:00Z,2:14
0,NYK,Madison Square Garden,19812,1,2023-11-01T19:30:00Z,2023-11-01T23:30:00Z,2:22
1,CHA,Spectrum Center,15303,0,2024-03-27T19:00:00Z,2024-03-27T23:00:00Z,2:10
0,IND,Gainbridge Fieldhouse,17276,1,2023-11-19T17:00:00Z,2023-11-19T22:00:00Z,2:27
1,BOS,TD Garden,19156,1,2024-01-29T19:30:00Z,2024-01-30T00:30:00Z,2:08
0,ORL,Kia Center,19210,1,2024-03-27T19:00:00Z,2024-03-27T23:00:00Z,2:11
0,BKN,Barclays Center,17934,1,2023-11-19T15:00:00Z,2023-11-19T20:00:00Z,2:07
1,CLE,Rocket Mortgage FieldHouse,19432,1,2024-01-29T19:00:00Z,2024-01-30T00:00:00Z,2:18
0,HOU,Toyota Center,18055,1,2023-12-29T20:00:00Z,2023-12-30T01:00:00Z,2:18
1,IND,Gainbridge Fieldhouse,16004,0,2023-10-25T19:00:00Z,2023-10-25T23:00:00Z,2:07
0,UTA,Delta Center,18206,1,2023-12-08T22:00:00Z,2023-12-09T03:00:00Z,2:21
1,HOU,Toyota Center,18055,1,2024-03-16T17:00:00Z,2024-03-16T21:00:00Z,2:02
0,GSW,Chase Center,18064,1,2024-03-18T22:00:00Z,2024-03-19T02:00:00Z,2:18
0,HOU,Toyota Center,18055,1,2024-02-25T19:00:00Z,2024-02-26T00:00:00Z,2:11
1,BOS,TD Garden,19156,1,2024-01-17T19:30:00Z,2024-01-18T00:30:00Z,2:00
0,OKC,Paycom Center,15764,0,2023-11-01T19:30:00Z,2023-11-01T23:30:00Z,2:32
0,CLE,Rocket Mortgage FieldHouse,19432,1,2024-03-10T19:00:00Z,2024-03-10T23:00:00Z,2:05
0,CHI,United Center,20235,0,2023-11-17T20:00:00Z,2023-11-18T01:00:00Z,2:17
1,GSW,Chase Center,18064,1,2024-01-02T22:00:00Z,2024-01-03T03:00:00Z,2:28
0,POR,Moda Center,18137,0,2023-11-15T22:00:00Z,2023-11-16T03:00:00Z,2:10
0,GSW,Chase Center,18064,1,2023-11-11T20:30:00Z,2023-11-12T01:30:00Z,2:48
1,LAC,Crypto.com Arena,19370,1,2024-01-10T22:30:00Z,2024-01-11T03:30:00Z,2:07
1,TOR,Scotiabank Arena,19512,0,2024-03-03T18:00:00Z,2024-03-03T23:00:00Z,2:14
1,DAL,American Airlines Center,20277,1,2024-03-21T20:30:00Z,2024-03-22T00:30:00Z,2:19
0,MEM,FedExForum,15764,0,2023-11-26T18:00:00Z,2023-11-26T23:00:00Z,2:16
1,DET,Little Caesars Arena,15020,0,2024-01-24T19:00:00Z,2024-01-25T00:00:00Z,2:10
0,LAL,Crypto.com Arena,18997,1,2024-01-03T22:00:00Z,2024-01-04T03:00:00Z,2:14
0,GSW,Chase Center,18064,1,2023-11-14T22:00:00Z,2023-11-15T03:00:00Z,2:26
0,MIA,Kaseya Center,19730,1,2024-03-10T18:00:00Z,2024-03-10T22:00:00Z,2:13
1,NOP,Smoothie King Center,17898,1,2024-03-01T20:00:00Z,2024-03-02T01:00:00Z,2:10
1,DAL,American Airlines Center,20040,1,2024-01-11T20:30:00Z,2024-01-12T01:30:00Z,2:24
1,BKN,Barclays Center,17933,1,2023-11-08T19:30:00Z,2023-11-09T00:30:00Z,2:03
1,CHI,United Center,21697,1,2024-03-16T20:00:00Z,2024-03-17T00:00:00Z,2:17
0,UTA,Delta Center,18206,1,2023-10-25T21:00:00Z,2023-10-26T01:00:00Z,2:19
0,NOP,Smoothie King Center,18686,1,2024-01-19T20:00:00Z,2024-01-20T01:00:00Z,2:08
0,CHI,United Center,21568,1,2023-12-28T20:00:00Z,2023-12-29T01:00:00Z,2:12
1,HOU,Toyota Center,18055,1,2023-11-04T20:00:00Z,2023-11-05T00:00:00Z,2:07
1,PHX,Footprint Center,17071,1,2024-01-16T21:00:00Z,2024-01-17T02:00:00Z,2:13
0,WAS,Capital One Arena,20333,1,2024-02-27T19:00:00Z,2024-02-28T00:00:00Z,2:01
0,MIA,Kaseya Center,19660,1,2024-04-10T19:30:00Z,2024-04-10T23:30:00Z,2:10
0,LAC,Crypto.com Arena,19370,1,2024-02-12T22:30:00Z,2024-02-13T03:30:00Z,2:06
0,MIA,Kaseya Center,19653,1,2023-12-14T19:30:00Z,2023-12-15T00:30:00Z,2:19
0,CHA,Spectrum Center,16164,0,2024-01-26T19:00:00Z,2024-01-27T00:00:00Z,2:09
0,CLE,Rocket Mortgage FieldHouse,19432,1,2023-11-30T19:00:00Z,2023-12-01T00:00:00Z,2:05
1,HOU,Toyota Center,18055,1,2024-03-23T20:00:00Z,2024-03-24T00:00:00Z,2:10
0,WAS,Capital One Arena,17602,0,2023-11-10T19:00:00Z,2023-11-11T00:00:00Z,2:15
1,PHI,Wells Fargo Center,19772,1,2024-01-02T19:00:00Z,2024-01-03T00:00:00Z,2:16
1,MEM,FedExForum,18160,1,2023-12-21T20:00:00Z,2023-12-22T01:00:00Z,2:15
0,PHI,Wells Fargo Center,19780,1,2024-02-07T19:30:00Z,2024-02-08T00:30:00Z,2:13
1,ORL,Kia Center,19276,1,2024-04-07T18:00:00Z,2024-04-07T22:00:00Z,2:12
0,SAC,Golden 1 Center,17832,1,2024-03-29T22:00:00Z,2024-03-30T02:00:00Z,2:13
1,MIN,Target Center,18024,1,2023-11-22T20:00:00Z,2023-11-23T01:00:00Z,2:10
1,HOU,Toyota Center,18055,1,2024-01-29T20:00:00Z,2024-01-30T01:00:00Z,2:13
1,DAL,American Airlines Center,20409,1,2023-12-23T20:30:00Z,2023-12-24T01:30:00Z,2:08
1,PHX,Footprint Center,17071,1,2024-02-25T15:30:00Z,2024-02-25T20:30:00Z,2:20
0,HOU,Toyota Center,18055,1,2024-04-05T20:00:00Z,2024-04-06T00:00:00Z,2:04
0,LAC,Crypto.com Arena,19370,1,2024-02-07T22:00:00Z,2024-02-08T03:00:00Z,2:17
1,MIL,Fiserv Forum,17729,1,2023-12-19T20:00:00Z,2023-12-20T01:00:00Z,2:08
0,CHA,Spectrum Center,13712,0,2024-01-31T19:00:00Z,2024-02-01T00:00:00Z,2:09
1,GSW,Chase Center,18064,1,2023-11-20T22:00:00Z,2023-11-21T03:00:00Z,2:09
0,WAS,Capital One Arena,15023,0,2024-03-29T19:00:00Z,2024-03-29T23:00:00Z,2:05
0,ATL,State Farm Arena,15906,0,2023-12-06T19:30:00Z,2023-12-07T00:30:00Z,2:22
1,HOU,Toyota Center,18055,1,2023-11-24T20:00:00Z,2023-11-25T01:00:00Z,2:07
0,HOU,Toyota Center,18055,1,2023-12-27T20:00:00Z,2023-12-28T01:00:00Z,2:14
1,CLE,Rocket Mortgage FieldHouse,19432,1,2023-12-16T19:30:00Z,2023-12-17T00:30:00Z,2:09
0,MEM,FedExForum,15823,0,2024-02-12T20:00:00Z,2024-02-13T01:00:00Z,2:06
0,MEM,FedExForum,17794,1,2024-04-12T20:00:00Z,2024-04-13T00:00:00Z,2:20
1,GSW,Chase Center,18064,1,2024-04-14T15:30:00Z,2024-04-14T19:30:00Z,2:05
1,LAL,Crypto.com Arena,18997,1,2024-03-24T22:00:00Z,2024-03-25T02:00:00Z,2:20
1,GSW,Chase Center,18064,0,2023-11-30T22:00:00Z,2023-12-01T03:00:00Z,2:24
0,GSW,Chase Center,18064,1,2024-02-14T22:00:00Z,2024-02-15T03:00:00Z,2:33
0,HOU,Toyota Center,18055,1,2024-01-24T20:00:00Z,2024-01-25T01:00:00Z,2:25
1,BOS,TD Garden,19156,1,2024-03-01T19:30:00Z,2024-03-02T00:30:00Z,2:08
0,MIL,T-Mobile Arena,16837,0,2023-12-07T17:00:00Z,2023-12-07T22:00:00Z,2:27
1,MIA,Kaseya Center,19695,1,2023-10-25T19:30:00Z,2023-10-25T23:30:00Z,2:14
0,DET,Little Caesars Arena,19996,0,2024-01-20T15:00:00Z,2024-01-20T20:00:00Z,2:27
1,LAC,Crypto.com Arena,19370,1,2023-12-29T22:30:00Z,2023-12-30T03:30:00Z,2:15
0,SAC,Golden 1 Center,18250,1,2023-10-27T22:00:00Z,2023-10-28T02:00:00Z,2:23
1,BOS,TD Garden,19156,1,2024-03-18T19:30:00Z,2024-03-18T23:30:00Z,1:53
1,DET,Little Caesars Arena,16861,0,2024-01-28T14:00:00Z,2024-01-28T19:00:00Z,1:56
1,CHI,United Center,18063,0,2023-11-18T20:00:00Z,2023-11-19T01:00:00Z,2:18
0,MIL,Fiserv Forum,18085,1,2024-03-26T19:30:00Z,2024-03-26T23:30:00Z,3:04
0,UTA,Delta Center,18206,1,2024-04-02T21:00:00Z,2024-04-03T01:00:00Z,2:06
1,UTA,Delta Center,18206,1,2024-02-04T20:00:00Z,2024-02-05T01:00:00Z,2:15
0,POR,Moda Center,18439,0,2023-12-16T21:00:00Z,2023-12-17T02:00:00Z,2:12
0,TOR,Scotiabank Arena,19800,1,2023-11-15T19:30:00Z,2023-11-16T00:30:00Z,2:15
0,PHI,Wells Fargo Center,19757,1,2024-03-06T19:30:00Z,2024-03-07T00:30:00Z,2:23
0,BKN,Barclays Center,15847,0,2024-03-04T19:30:00Z,2024-03-05T00:30:00Z,2:28
1,IND,Gainbridge Fieldhouse,17274,1,2024-01-05T19:00:00Z,2024-01-06T00:00:00Z,2:04
0,TOR,Scotiabank Arena,19601,0,2024-03-22T19:00:00Z,2024-03-22T23:00:00Z,2:02
0,DET,Little Caesars Arena,14346,0,2023-11-27T19:00:00Z,2023-11-28T00:00:00Z,2:18
0,HOU,Toyota Center,18055,1,2024-01-21T19:00:00Z,2024-01-22T00:00:00Z,2:10
0,SAS,Frost Bank Center,18354,1,2023-12-13T20:00:00Z,2023-12-14T01:00:00Z,2:14
1,SAC,Golden 1 Center,17832,1,2024-02-09T22:00:00Z,2024-02-10T03:00:00Z,2:10
0,POR,Moda Center,18341,0,2024-04-09T22:00:00Z,2024-04-10T02:00:00Z,2:01
1,MIL,Fiserv Forum,17875,1,2024-03-04T20:00:00Z,2024-03-05T01:00:00Z,2:14
0,ATL,State Farm Arena,17067,1,2023-11-17T19:30:00Z,2023-11-18T00:30:00Z,2:20
1,BOS,TD Garden,19156,1,2024-01-05T19:00:00Z,2024-01-06T00:00:00Z,2:10
0,NOP,Smoothie King Center,16302,0,2023-11-12T19:00:00Z,2023-11-13T00:00:00Z,2:10
1,HOU,Toyota Center,18055,1,2024-01-06T20:00:00Z,2024-01-07T01:00:00Z,2:38
0,BKN,Barclays Center,17732,1,2024-01-23T19:30:00Z,2024-01-24T00:30:00Z,2:13
1,MIL,Fiserv Forum,17602,1,2023-11-26T15:30:00Z,2023-11-26T20:30:00Z,2:30
1,ORL,Kia Center,17094,0,2024-03-21T19:00:00Z,2024-03-21T23:00:00Z,2:09
0,BKN,Barclays Center,17732,1,2024-04-07T19:30:00Z,2024-04-07T23:30:00Z,2:06
1,BKN,Barclays Center,18005,1,2024-02-10T18:00:00Z,2024-02-10T23:00:00Z,2:10
1,MIL,Fiserv Forum,17440,1,2023-12-11T20:00:00Z,2023-12-12T01:00:00Z,2:42
1,CHA,Spectrum Center,19093,1,2024-01-19T19:00:00Z,2024-01-20T00:00:00Z,2:11
0,WAS,Capital One Arena,14137,0,2024-03-19T19:00:00Z,2024-03-19T23:00:00Z,2:11
1,MIN,Target Center,18024,1,2024-02-27T20:00:00Z,2024-02-28T01:00:00Z,1:60
0,CLE,Rocket Mortgage FieldHouse,19432,1,2023-10-28T19:30:00Z,2023-10-28T23:30:00Z,2:10
0,TOR,Scotiabank Arena,19133,0,2024-03-27T19:30:00Z,2024-03-27T23:30:00Z,2:06
0,DAL,American Airlines Center,20211,1,2023-11-19T19:30:00Z,2023-11-20T00:30:00Z,2:10
0,DET,Little Caesars Arena,16922,0,2024-01-27T12:00:00Z,2024-01-27T17:00:00Z,2:08
1,UTA,Delta Center,18206,1,2023-12-18T21:00:00Z,2023-12-19T02:00:00Z,2:10
0,CHA,Spectrum Center,15687,0,2024-02-04T18:00:00Z,2024-02-04T23:00:00Z,2:15
1,IND,Gainbridge Fieldhouse,17274,1,2024-04-05T19:00:00Z,2024-04-05T23:00:00Z,2:12
1,IND,Gainbridge Fieldhouse,16010,0,2024-02-28T19:30:00Z,2024-02-29T00:30:00Z,2:16
0,MIL,Fiserv Forum,17341,1,2024-01-08T20:00:00Z,2024-01-09T01:00:00Z,2:10
0,DET,Little Caesars Arena,20062,1,2023-11-05T15:00:00Z,2023-11-05T20:00:00Z,2:21
1,DEN,Ball Arena,19625,1,2024-01-01T21:00:00Z,2024-01-02T02:00:00Z,2:02
0,OKC,Paycom Center,16827,0,2023-11-03T20:00:00Z,2023-11-04T00:00:00Z,2:40
1,DEN,Ball Arena,19855,1,2024-03-07T22:00:00Z,2024-03-08T03:00:00Z,2:25
1,MIL,Fiserv Forum,17866,1,2023-12-02T20:00:00Z,2023-12-03T01:00:00Z,2:04
0,GSW,Chase Center,18064,1,2024-04-12T22:00:00Z,2024-04-13T02:00:00Z,2:12
0,LAC,Crypto.com Arena,19370,1,2024-03-24T15:30:00Z,2024-03-24T19:30:00Z,2:02
1,CHI,United Center,19838,0,2023-11-30T20:00:00Z,2023-12-01T01:00:00Z,2:36
1,IND,Gainbridge Fieldhouse,16506,0,2024-02-22T19:00:00Z,2024-02-23T00:00:00Z,2:08
0,MIL,Fiserv Forum,17855,1,2024-01-26T20:00:00Z,2024-01-27T01:00:00Z,2:28
1,ATL,State Farm Arena,15925,0,2023-11-01T19:30:00Z,2023-11-01T23:30:00Z,2:10
0,DAL,American Airlines Center,20155,1,2024-01-13T20:30:00Z,2024-01-14T01:30:00Z,2:10
0,DET,Little Caesars Arena,19388,0,2024-02-24T20:00:00Z,2024-02-25T01:00:00Z,2:10
0,NOP,Smoothie King Center,17727,1,2024-03-13T20:00:00Z,2024-03-14T00:00:00Z,1:57
1,DAL,American Airlines Center,19877,1,2023-12-06T20:30:00Z,2023-12-07T01:30:00Z,2:02
0,LAC,Crypto.com Arena,19370,1,2023-11-24T22:30:00Z,2023-11-25T03:30:00Z,2:20
1,DEN,Ball Arena,19811,1,2023-12-25T14:30:00Z,2023-12-25T19:30:00Z,2:23
1,ORL,Kia Center,19004,1,2024-04-01T19:00:00Z,2024-04-01T23:00:00Z,2:12
0,SAS,Frost Bank Center,17081,0,2024-01-31T20:00:00Z,2024-02-01T01:00:00Z,2:11
1,BKN,Barclays Center,17732,1,2023-12-23T19:30:00Z,2023-12-24T00:30:00Z,2:20
1,GSW,Chase Center,18064,1,2024-02-22T22:00:00Z,2024-02-23T03:00:00Z,2:15
1,MIA,Kaseya Center,19831,1,2024-01-14T18:00:00Z,2024-01-14T23:00:00Z,2:14
0,CHA,Spectrum Center,14491,0,2023-10-30T19:00:00Z,2023-10-30T23:00:00Z,2:12
1,LAC,Crypto.com Arena,19370,1,2023-12-26T22:30:00Z,2023-12-27T03:30:00Z,2:06
0,MEM,FedExForum,17794,1,2023-11-24T17:00:00Z,2023-11-24T22:00:00Z,2:05
1,CLE,Rocket Mortgage FieldHouse,19432,1,2023-12-06T19:00:00Z,2023-12-07T00:00:00Z,2:25
1,ORL,Kia Center,18846,1,2024-03-13T19:00:00Z,2024-03-13T23:00:00Z,2:17
1,DEN,Ball Arena,19622,0,2024-02-02T21:00:00Z,2024-02-03T02:00:00Z,2:07
1,SAC,Golden 1 Center,18332,1,2024-03-31T21:00:00Z,2024-04-01T01:00:00Z,2:13
1,OKC,Paycom Center,18203,1,2024-03-29T20:00:00Z,2024-03-30T00:00:00Z,2:10
1,BOS,TD Garden,19156,1,2023-11-22T19:30:00Z,2023-11-23T00:30:00Z,2:13
1,MIA,Kaseya Center,19600,1,2024-01-31T19:30:00Z,2024-02-01T00:30:00Z,2:06
1,PHI,Wells Fargo Center,20230,1,2023-12-22T19:00:00Z,2023-12-23T00:00:00Z,2:13
1,DEN,Ball Arena,19544,1,2023-11-06T21:00:00Z,2023-11-07T02:00:00Z,2:09
0,CHA,Spectrum Center,14418,0,2024-01-08T19:00:00Z,2024-01-09T00:00:00Z,2:19
1,DEN,Ball Arena,19634,1,2024-02-29T22:00:00Z,2024-03-01T03:00:00Z,2:30
1,WAS,Capital One Arena,18778,0,2024-03-08T19:00:00Z,2024-03-09T00:00:00Z,2:08
0,SAS,Frost Bank Center,18354,1,2023-11-10T20:00:00Z,2023-11-11T01:00:00Z,2:18
1,MIN,Target Center,18024,1,2023-12-30T20:00:00Z,2023-12-31T01:00:00Z,2:29
1,SAC,Golden 1 Center,17829,1,2023-12-02T22:00:00Z,2023-12-03T03:00:00Z,2:14
1,DAL,American Airlines Center,20311,1,2024-02-14T20:30:00Z,2024-02-15T01:30:00Z,1:57
0,MIN,Target Center,18024,1,2024-04-14T15:30:00Z,2024-04-14T19:30:00Z,2:12
