home_win,home_team_tricode,away_team_tricode,home_team_score,away_team_score,arena,gameTimeET,duration,attendance,sellout
,SAS,LAL,129,115,Frost Bank Center,2023-12-15T19:30:00Z,2:14,18354,1
,CHA,IND,111,102,Spectrum Center,2024-02-12T19:00:00Z,2:05,12112,0
,ORL,WAS,130,125,Amway Center,2023-12-01T19:00:00Z,2:30,18846,1
,MIL,CLE,126,116,Fiserv Forum,2024-01-24T20:00:00Z,2:09,17510,1
,NYK,DET,124,99,Madison Square Garden,2024-03-25T19:30:00Z,2:11,19812,1
,OKC,WAS,147,106,Paycom Center,2024-02-23T20:00:00Z,2:04,18203,1
,NYK,DAL,108,122,Madison Square Garden,2024-02-08T19:30:00Z,2:12,19812,1
,ORL,MIA,106,115,Kia Center,2023-12-20T19:00:00Z,2:19,19129,1
,LAL,CLE,116,97,Crypto.com Arena,2024-04-06T15:30:00Z,2:04,18997,1
,CHA,GSW,97,115,Spectrum Center,2024-03-29T19:00:00Z,2:03,19487,1
,GSW,PHI,119,107,Chase Center,2024-01-30T22:00:00Z,2:22,18064,1
,LAC,BOS,108,145,Crypto.com Arena,2023-12-23T15:30:00Z,2:09,19370,1
,SAS,LAC,99,124,Frost Bank Center,2023-11-20T20:00:00Z,2:05,18354,1
,PHI,ATL,125,114,Wells Fargo Center,2023-12-08T19:00:00Z,2:13,19746,1
,HOU,IND,117,123,Toyota Center,2023-12-26T20:00:00Z,2:16,18055,1
,DAL,HOU,121,115,American Airlines Center,2023-11-28T20:30:00Z,2:36,20103,1
,DAL,HOU,147,136,American Airlines Center,2024-04-07T15:30:00Z,2:49,20317,1
,CHI,LAL,124,108,United Center,2023-12-20T20:00:00Z,1:60,21234,1
,BKN,DAL,107,119,Barclays Center,2024-02-06T19:30:00Z,2:11,17732,1
,SAS,LAC,102,109,Frost Bank Center,2023-11-22T20:00:00Z,2:17,18354,1
,SAS,WAS,113,118,Frost Bank Center,2024-01-29T20:00:00Z,2:10,17020,0
,NOP,BOS,92,104,Smoothie King Center,2024-03-30T17:00:00Z,2:02,17932,1
,LAC,LAL,112,116,Crypto.com Arena,2024-02-28T22:00:00Z,2:16,19370,1
,CHA,ATL,122,99,Spectrum Center,2024-02-14T19:00:00Z,2:07,14336,0
,PHI,DET,124,92,Wells Fargo Center,2023-12-15T19:00:00Z,2:11,19761,1
,DET,CHI,105,127,Little Caesars Arena,2024-04-11T19:00:00Z,2:03,20013,0
,CHI,BOS,113,124,United Center,2024-03-23T20:00:00Z,1:59,21198,1
,MIA,TOR,118,103,Kaseya Center,2024-04-14T13:00:00Z,2:07,19600,1
,GSW,SAC,133,134,Chase Center,2024-01-25T22:00:00Z,2:25,18064,1
,NOP,PHI,124,114,Smoothie King Center,2023-11-29T20:00:00Z,2:23,16009,0
,NOP,HOU,127,105,Smoothie King Center,2024-02-22T20:00:00Z,2:19,17421,1
,MIL,PHI,118,117,Fiserv Forum,2023-10-26T19:30:00Z,2:42,17783,1
,DEN,MEM,142,105,Ball Arena,2023-12-28T21:00:00Z,0:00,19733,1
,MIL,PHX,140,129,Fiserv Forum,2024-03-17T13:00:00Z,2:10,17783,1
,ORL,BKN,108,81,Kia Center,2024-02-27T19:00:00Z,2:16,17708,0
,TOR,SAC,89,123,Scotiabank Arena,2024-03-20T19:30:00Z,2:06,18641,0
,UTA,ORL,113,115,Delta Center,2023-11-02T21:00:00Z,2:35,18206,1
,MEM,GSW,116,107,FedExForum,2024-01-15T18:00:00Z,2:22,16612,0
,UTA,SAS,111,118,Delta Center,2024-03-27T21:00:00Z,2:13,18206,1
,SAS,MIN,113,112,Frost Bank Center,2024-01-27T20:30:00Z,2:05,17726,0
,WAS,MIL,129,142,Capital One Arena,2023-11-20T19:00:00Z,2:05,17746,0
,GSW,SAS,113,126,Chase Center,2024-03-09T20:30:00Z,2:24,18064,1
,DAL,POR,126,97,American Airlines Center,2024-01-03T20:30:00Z,2:22,20077,1
,BOS,NYK,114,98,TD Garden,2023-11-13T19:30:00Z,2:12,19156,1
,NOP,DAL,131,110,Smoothie King Center,2023-11-14T20:00:00Z,2:10,16354,0
,MEM,LAC,119,128,FedExForum,2024-01-12T20:00:00Z,2:08,16617,0
,OKC,CLE,128,120,Paycom Center,2023-11-08T20:00:00Z,2:19,16314,0
,CHI,MIL,97,113,United Center,2024-03-01T22:00:00Z,2:24,21249,1
,NOP,DEN,115,110,Smoothie King Center,2023-11-17T20:00:00Z,2:11,15278,0
,SAC,CHA,104,111,Golden 1 Center,2024-01-02T22:00:00Z,2:11,17832,1
,DEN,TOR,125,119,Ball Arena,2024-03-11T21:00:00Z,2:06,19652,1
,BOS,GSW,140,88,TD Garden,2024-03-03T15:30:00Z,2:07,19156,1
,IND,MIL,126,124,Gainbridge Fieldhouse,2023-11-09T19:00:00Z,2:25,14648,0
,ATL,PHI,139,132,State Farm Arena,2024-01-10T19:30:00Z,2:36,16089,0
,NYK,BKN,105,93,Madison Square Garden,2024-03-23T13:00:00Z,2:00,19812,1
,PHI,SAS,133,123,Wells Fargo Center,2024-01-22T19:00:00Z,2:18,20511,1
,DET,LAL,107,133,Little Caesars Arena,2023-11-29T19:00:00Z,2:13,20062,1
,OKC,GSW,138,136,Paycom Center,2023-12-08T20:00:00Z,2:40,17112,0
,POR,NYK,93,105,Moda Center,2024-03-14T22:00:00Z,2:06,17768,0
,CLE,MIL,111,119,Rocket Mortgage FieldHouse,2023-12-29T19:30:00Z,2:16,19432,1
,CHA,ATL,116,110,Spectrum Center,2023-10-25T19:00:00Z,2:22,16129,0
,MIN,OKC,97,102,Target Center,2024-01-20T20:00:00Z,2:24,18024,1
,UTA,GSW,137,140,Delta Center,2024-02-15T21:00:00Z,2:15,18206,1
,GSW,SAC,102,101,Chase Center,2023-11-01T22:00:00Z,2:14,18064,1
,UTA,SAS,128,109,Delta Center,2024-02-25T20:00:00Z,2:13,18206,1
,NYK,TOR,136,130,Madison Square Garden,2023-12-11T19:30:00Z,2:21,19812,1
,SAS,PHX,104,102,Frost Bank Center,2024-03-25T20:00:00Z,2:08,18044,0
,MEM,DEN,111,126,FedExForum,2024-04-14T15:30:00Z,2:10,17544,0
,WAS,UTA,108,123,Capital One Arena,2024-01-25T19:00:00Z,2:02,14027,0
,NOP,SAS,121,106,Smoothie King Center,2023-12-01T20:00:00Z,2:09,17028,1
,TOR,IND,125,127,Scotiabank Arena,2024-02-14T19:30:00Z,2:13,19800,1
,NYK,GSW,99,110,Madison Square Garden,2024-02-29T19:30:00Z,2:18,19812,1
,NYK,LAC,111,97,Madison Square Garden,2023-11-06T19:30:00Z,2:09,19812,1
,DAL,MIN,115,108,American Airlines Center,2024-01-07T19:30:00Z,2:17,20111,1
,DAL,LAC,144,126,American Airlines Center,2023-11-10T20:30:00Z,2:24,20377,1
,GSW,DAL,122,132,Chase Center,2023-12-30T20:30:00Z,2:13,18064,1
,LAC,CHI,112,102,Crypto.com Arena,2024-03-09T16:00:00Z,2:11,19370,1
,WAS,MIA,107,119,Capital One Arena,2024-03-31T18:00:00Z,2:11,16039,0
,ATL,PHX,129,120,State Farm Arena,2024-02-02T19:30:00Z,2:09,16536,0
,HOU,DAL,122,96,Toyota Center,2023-12-22T20:00:00Z,2:10,18055,1
,DAL,NOP,125,120,American Airlines Center,2024-01-15T14:30:00Z,2:29,20010,1
,MEM,DAL,110,125,FedExForum,2023-10-30T20:00:00Z,2:14,15031,0
,PHI,CLE,104,97,Wells Fargo Center,2024-02-23T19:30:00Z,2:20,19938,1
,IND,BOS,122,112,Gainbridge Fieldhouse,2023-12-04T19:30:00Z,2:14,16693,0
,MEM,WAS,109,97,FedExForum,2024-03-12T20:00:00Z,2:05,15291,0
,POR,SAC,130,113,Moda Center,2023-12-26T22:00:00Z,2:06,18585,0
,ORL,BOS,113,96,Amway Center,2023-11-24T14:30:00Z,2:17,18846,1
,UTA,PHI,124,127,Delta Center,2024-02-01T22:00:00Z,2:26,18206,1
,DAL,GSW,108,106,American Airlines Center,2024-04-05T20:30:00Z,2:21,20425,1
,BKN,LAL,104,116,Barclays Center,2024-03-31T18:00:00Z,2:08,18162,1
,ATL,LAL,138,122,State Farm Arena,2024-01-30T19:30:00Z,2:07,17871,1
,ATL,MEM,119,125,State Farm Arena,2023-12-23T19:30:00Z,2:18,17632,1
,OKC,PHI,123,127,Paycom Center,2023-11-25T17:00:00Z,2:33,17125,0
,LAL,SAS,123,118,Crypto.com Arena,2024-02-23T22:30:00Z,2:12,18997,1
,DEN,UTA,110,102,Ball Arena,2023-10-30T21:00:00Z,2:13,19671,1
,UTA,TOR,145,113,Delta Center,2024-01-12T21:30:00Z,2:11,18206,1
,CLE,ATL,128,105,Rocket Mortgage FieldHouse,2023-11-28T19:30:00Z,2:10,19432,1
,PHX,DAL,114,128,Footprint Center,2023-12-25T22:30:00Z,2:25,17071,1
,CHI,LAC,111,126,United Center,2024-03-14T20:00:00Z,1:60,21219,1
,GSW,POR,110,106,Chase Center,2023-12-06T22:00:00Z,2:20,18064,1
,CHA,MIN,117,123,Spectrum Center,2023-12-02T17:00:00Z,2:17,17731,0
,PHI,NYK,96,110,Wells Fargo Center,2024-02-22T19:00:00Z,2:13,21094,1
,SAC,PHX,107,108,Golden 1 Center,2024-04-12T22:30:00Z,2:17,17832,1
,BOS,MIN,127,120,TD Garden,2024-01-10T19:00:00Z,2:38,19156,1
,ORL,DAL,102,117,Amway Center,2023-11-06T19:00:00Z,2:22,19409,1
,TOR,DAL,125,136,Scotiabank Arena,2024-02-28T19:30:00Z,2:09,19800,1
,LAL,SAC,120,130,Crypto.com Arena,2024-03-06T22:30:00Z,2:16,18498,0
,TOR,CLE,124,121,Scotiabank Arena,2024-01-01T19:30:00Z,2:29,19800,1
,MIL,NYK,110,105,Fiserv Forum,2023-11-03T19:30:00Z,2:37,17717,1
,POR,OKC,91,134,Moda Center,2023-11-19T21:00:00Z,1:59,18235,0
,BKN,HOU,106,104,Barclays Center,2024-01-27T18:00:00Z,2:27,17732,1
,CHI,IND,125,99,United Center,2024-03-27T20:00:00Z,2:12,22018,1
,MIA,PHI,105,109,Kaseya Center,2024-04-04T19:30:00Z,2:07,19719,1
,IND,LAC,127,151,Gainbridge Fieldhouse,2023-12-18T19:00:00Z,2:15,16665,0
,CHI,SAC,115,123,United Center,2024-02-03T20:00:00Z,2:14,21579,1
,ORL,NYK,117,108,Kia Center,2023-12-29T19:00:00Z,2:31,19587,1
,ATL,NYK,120,126,State Farm Arena,2023-10-27T19:30:00Z,2:11,17692,1
,SAC,IND,121,126,Golden 1 Center,2024-01-18T22:00:00Z,2:25,17832,1
,HOU,GSW,95,106,Toyota Center,2023-10-29T19:00:00Z,2:17,18055,1
,MIN,DEN,112,115,Target Center,2024-03-19T21:00:00Z,2:12,18024,1
,POR,LAC,103,116,Moda Center,2024-03-20T22:00:00Z,1:59,17504,0
,PHX,CHI,115,113,Footprint Center,2024-01-22T21:00:00Z,2:11,17071,1
,CLE,LAL,115,121,Rocket Mortgage FieldHouse,2023-11-25T19:30:00Z,2:13,19432,1
,GSW,PHX,113,112,Chase Center,2024-02-10T20:30:00Z,2:25,18064,1
,CHI,DEN,106,114,United Center,2023-12-12T20:00:00Z,2:20,20775,0
,TOR,IND,123,140,Scotiabank Arena,2024-04-09T19:00:00Z,2:18,19325,0
,SAS,MIA,113,118,Frost Bank Center,2023-11-12T19:00:00Z,2:08,18036,0
,BKN,PHI,112,107,Barclays Center,2024-03-05T19:30:00Z,2:20,17086,0
,MEM,POR,100,107,FedExForum,2024-03-02T20:00:00Z,2:38,16381,0
,LAL,MEM,113,127,Crypto.com Arena,2024-01-05T22:00:00Z,2:15,18997,1
,IND,POR,110,114,Gainbridge Fieldhouse,2023-11-27T19:00:00Z,2:29,14508,0
,PHX,IND,117,110,Footprint Center,2024-01-21T20:00:00Z,2:18,17071,1
,SAS,MEM,97,99,Frost Bank Center,2024-03-22T20:00:00Z,2:20,17408,0
,HOU,ORL,118,106,Toyota Center,2024-04-09T20:00:00Z,2:12,18055,1
,WAS,NOP,122,142,Capital One Arena,2023-12-13T19:00:00Z,2:08,14080,0
,POR,DET,122,128,Moda Center,2024-02-08T22:00:00Z,2:39,18125,0
,HOU,SAS,114,101,Toyota Center,2024-03-05T20:00:00Z,2:08,16734,0
,NYK,CHI,116,100,Madison Square Garden,2024-01-03T20:30:00Z,2:13,19812,1
,WAS,DAL,117,130,Capital One Arena,2023-11-15T19:00:00Z,2:06,16632,0
,ORL,TOR,126,107,Amway Center,2023-11-21T19:00:00Z,2:10,18846,1
,DAL,POR,139,103,American Airlines Center,2024-01-05T20:30:00Z,2:05,20162,1
,SAC,PHI,108,96,Golden 1 Center,2024-03-25T22:00:00Z,2:21,17832,1
,ATL,TOR,126,125,State Farm Arena,2024-01-28T18:00:00Z,2:20,15658,0
,NOP,MIN,120,121,Smoothie King Center,2023-11-18T19:00:00Z,2:21,15536,0
,ATL,LAC,144,149,State Farm Arena,2024-02-05T19:30:00Z,2:20,17093,1
,MIL,HOU,128,119,Fiserv Forum,2023-12-17T19:00:00Z,2:24,17341,1
,MIL,MEM,101,111,Fiserv Forum,2024-04-03T20:00:00Z,2:05,17420,1
,ATL,CLE,95,116,State Farm Arena,2024-01-20T19:30:00Z,2:03,17047,1
,IND,TOR,122,130,Gainbridge Fieldhouse,2024-02-26T19:00:00Z,2:20,16026,0
,IND,CLE,103,108,Gainbridge Fieldhouse,2024-03-18T19:00:00Z,2:17,17274,1
,BOS,MIA,119,111,TD Garden,2023-10-27T19:30:00Z,2:20,19156,1
,WAS,SAS,127,131,Capital One Arena,2024-01-20T19:00:00Z,2:16,17922,0
,NYK,DET,113,111,Madison Square Garden,2024-02-26T19:30:00Z,2:08,19303,0
,LAC,ATL,93,110,Crypto.com Arena,2024-03-17T21:30:00Z,2:09,19370,0
,CLE,OKC,105,108,Rocket Mortgage FieldHouse,2023-10-27T19:30:00Z,2:28,19432,1
,LAC,IND,116,133,Crypto.com Arena,2024-03-25T22:30:00Z,2:06,19370,1
,IND,MEM,116,110,Gainbridge Fieldhouse,2024-01-28T15:30:00Z,2:15,16519,0
,CHA,NYK,108,122,Spectrum Center,2023-11-18T18:00:00Z,2:02,19171,1
,BKN,GSW,98,109,Barclays Center,2024-02-05T19:30:00Z,2:22,17919,1
,PHX,WAS,112,108,Footprint Center,2023-12-17T20:00:00Z,2:26,17071,1
,BKN,IND,115,111,Barclays Center,2024-04-03T19:30:00Z,2:15,17732,1
,TOR,NOP,98,139,Scotiabank Arena,2024-03-05T19:30:00Z,1:60,18864,0
,HOU,BKN,112,101,Toyota Center,2024-01-03T20:00:00Z,2:15,16563,0
,ATL,NYK,114,116,State Farm Arena,2023-11-15T19:30:00Z,2:17,17060,1
,ATL,IND,152,157,State Farm Arena,2023-11-21T19:30:00Z,2:18,17162,1
,NOP,LAC,95,111,Smoothie King Center,2024-01-05T20:00:00Z,1:59,18329,1
,PHI,LAL,138,94,Wells Fargo Center,2023-11-27T19:00:00Z,2:10,19907,1
,LAL,POR,134,110,Crypto.com Arena,2024-01-21T22:00:00Z,2:04,18997,1
,MIN,CLE,104,91,Target Center,2024-03-22T20:00:00Z,2:02,18024,1
,MEM,SAS,87,102,FedExForum,2024-04-09T20:00:00Z,1:55,16108,0
,DET,PHI,111,129,Little Caesars Arena,2023-12-13T19:00:00Z,2:10,16749,0
,LAL,DEN,106,114,Crypto.com Arena,2024-02-08T22:00:00Z,2:13,18997,1
,PHX,OKC,99,111,Footprint Center,2023-11-12T20:00:00Z,2:15,17071,1
,CLE,BOS,105,104,Rocket Mortgage FieldHouse,2024-03-05T19:30:00Z,2:11,19432,1
,LAL,DEN,114,124,Crypto.com Arena,2024-03-02T20:30:00Z,2:02,18997,1
,GSW,DET,113,109,Chase Center,2024-01-05T22:00:00Z,2:19,18064,1
,PHX,PHI,115,102,Footprint Center,2024-03-20T22:00:00Z,2:04,17071,1
,SAC,ATL,122,107,Golden 1 Center,2024-01-22T22:00:00Z,2:13,17832,1
,UTA,NOP,105,100,Delta Center,2023-11-25T21:30:00Z,2:10,18206,1
,TOR,CLE,95,119,Scotiabank Arena,2024-02-10T19:30:00Z,2:03,19800,1
,DAL,LAL,127,125,American Airlines Center,2023-12-12T19:30:00Z,2:21,20377,1
,ATL,MIA,111,117,State Farm Arena,2024-04-09T19:30:00Z,2:36,17049,1
,LAL,CHA,133,112,Crypto.com Arena,2023-12-28T22:30:00Z,2:04,18997,1
,MEM,DEN,104,108,FedExForum,2023-10-27T19:00:00Z,2:20,16617,0
,MIN,MEM,118,103,Target Center,2024-01-18T22:00:00Z,2:14,18024,1
,MIL,ATL,110,127,Fiserv Forum,2023-10-29T19:00:00Z,2:15,17341,1
,SAS,DAL,107,113,Frost Bank Center,2024-03-19T20:00:00Z,2:14,18354,1
,UTA,PHX,137,140,Delta Center,2023-11-19T20:00:00Z,2:57,18206,1
,DEN,PHI,111,105,Ball Arena,2024-01-27T17:30:00Z,2:23,19805,1
,MEM,LAL,124,136,FedExForum,2024-03-27T20:00:00Z,2:16,17794,1
,PHX,CLE,122,101,Footprint Center,2024-04-03T22:00:00Z,2:12,17071,1
,PHI,CHI,104,108,Wells Fargo Center,2023-12-18T19:00:00Z,2:08,19773,1
,NYK,LAL,105,113,Madison Square Garden,2024-02-03T20:30:00Z,2:18,19812,1
,LAL,TOR,132,131,Crypto.com Arena,2024-01-09T22:30:00Z,2:29,18997,1
,IND,SAS,152,111,Gainbridge Fieldhouse,2023-11-06T19:00:00Z,2:12,15129,0
,MIN,MEM,110,101,Target Center,2024-02-28T20:00:00Z,2:17,18024,1
,POR,OKC,120,128,Moda Center,2024-03-06T22:00:00Z,2:24,17589,0
,HOU,DET,136,113,Toyota Center,2024-01-01T20:00:00Z,2:06,18055,1
,MIA,WAS,121,114,Kaseya Center,2023-11-03T20:00:00Z,2:09,19660,1
,LAC,GSW,113,112,Crypto.com Arena,2023-12-02T16:00:00Z,2:21,19370,1
,TOR,BKN,121,93,Scotiabank Arena,2024-02-22T19:00:00Z,2:13,19800,1
,LAC,UTA,109,110,Crypto.com Arena,2024-04-12T22:30:00Z,2:07,19370,1
,POR,DEN,112,127,Moda Center,2024-02-23T22:00:00Z,2:08,18898,0
,LAL,ORL,106,103,Crypto.com Arena,2023-10-30T22:30:00Z,2:19,18997,1
,SAS,CHA,135,99,Frost Bank Center,2024-01-12T20:00:00Z,2:21,18073,0
,BKN,TOR,115,103,Barclays Center,2023-11-28T19:30:00Z,2:11,15844,0
,MIA,PHI,119,113,Kaseya Center,2023-12-25T20:00:00Z,2:23,20162,1
,HOU,WAS,135,119,Toyota Center,2024-03-14T20:00:00Z,2:05,18055,1
,LAC,DEN,111,102,Crypto.com Arena,2023-12-06T22:00:00Z,2:13,16365,0
,MEM,CLE,101,108,FedExForum,2024-02-01T20:00:00Z,2:14,15505,0
,MIA,NYK,109,99,Kaseya Center,2024-04-02T19:30:00Z,2:16,19857,1
,CHA,LAC,118,130,Spectrum Center,2024-03-31T18:00:00Z,2:13,15941,0
,POR,PHI,130,104,Moda Center,2024-01-29T22:00:00Z,2:12,17128,0
,NOP,HOU,104,106,Smoothie King Center,2023-12-23T19:00:00Z,2:27,17399,1
,LAL,DAL,101,104,Crypto.com Arena,2023-11-22T22:30:00Z,2:12,18997,1
,NYK,ORL,94,98,Madison Square Garden,2024-01-15T15:00:00Z,2:16,19812,1
,MIL,MIA,122,114,Fiserv Forum,2023-10-30T20:00:00Z,2:24,17341,1
,ATL,TOR,121,123,State Farm Arena,2024-02-23T19:30:00Z,2:09,17625,1
,LAL,PHX,106,103,Crypto.com Arena,2023-12-05T22:00:00Z,2:28,18664,0
,OKC,IND,111,121,Paycom Center,2024-03-12T20:00:00Z,2:05,17118,0
,SAS,UTA,118,130,Frost Bank Center,2023-12-26T20:00:00Z,2:16,18579,1
,LAL,UTA,131,99,Crypto.com Arena,2023-11-21T22:00:00Z,2:10,18997,1
,TOR,PHI,120,135,Scotiabank Arena,2024-03-31T18:00:00Z,2:09,19114,0
,IND,SAC,122,133,Gainbridge Fieldhouse,2024-02-02T19:30:00Z,2:18,17274,1
,MIA,ATL,122,113,Kaseya Center,2023-12-22T20:00:00Z,2:19,20029,1
,SAS,OKC,132,118,Frost Bank Center,2024-02-29T20:30:00Z,2:10,18392,1
,MIA,LAL,108,107,Kaseya Center,2023-11-06T19:30:00Z,2:11,19725,1
,SAC,NOP,100,133,Golden 1 Center,2024-01-07T18:00:00Z,1:56,17832,1
,PHX,LAL,119,122,Footprint Center,2023-11-10T22:00:00Z,2:33,17071,0
,WAS,ATL,126,130,Capital One Arena,2023-12-31T15:00:00Z,2:18,17042,0
,POR,HOU,107,123,Moda Center,2024-03-08T22:00:00Z,2:06,18139,0
,ATL,DEN,122,129,State Farm Arena,2023-12-11T19:30:00Z,2:26,17531,1
,HOU,POR,110,92,Toyota Center,2024-03-25T20:00:00Z,2:10,16537,0
,PHI,BKN,107,86,Wells Fargo Center,2024-04-14T13:00:00Z,2:00,20246,1
,BKN,MIN,94,96,Barclays Center,2024-01-25T19:30:00Z,2:16,17732,1
,PHX,DEN,111,119,Footprint Center,2023-12-01T22:00:00Z,2:21,17071,1
,MEM,HOU,121,113,FedExForum,2024-02-14T20:00:00Z,2:23,15012,0
,SAS,CHI,112,121,Frost Bank Center,2023-12-08T20:30:00Z,2:13,18074,0
,CHA,PHX,96,107,Spectrum Center,2024-03-15T19:00:00Z,2:07,18613,0
,BOS,TOR,120,118,TD Garden,2023-12-29T19:30:00Z,2:18,19156,1
,GSW,PHX,104,108,Chase Center,2023-10-24T22:00:00Z,2:32,18064,1
,HOU,UTA,127,126,Toyota Center,2024-01-20T20:00:00Z,2:42,16618,0
,LAL,DAL,127,110,Crypto.com Arena,2024-01-17T20:30:00Z,2:17,18338,0
,LAL,LAC,130,125,Crypto.com Arena,2023-11-01T22:00:00Z,2:46,18997,1
,GSW,DEN,103,119,Chase Center,2024-02-25T19:00:00Z,2:21,18064,1
,LAL,PHI,101,94,Crypto.com Arena,2024-03-22T22:30:00Z,2:19,18997,1
,TOR,MEM,100,108,Scotiabank Arena,2024-01-22T19:30:00Z,2:06,18577,0
,ORL,WAS,139,120,Amway Center,2023-11-29T19:00:00Z,2:13,17109,0
,UTA,PHX,128,131,Delta Center,2023-11-17T22:00:00Z,2:28,18206,1
,CLE,WAS,140,101,Rocket Mortgage FieldHouse,2024-01-03T19:00:00Z,1:57,19432,1
,SAS,GSW,102,112,Frost Bank Center,2024-03-11T20:00:00Z,2:05,18354,1
,MIN,LAC,88,89,Target Center,2024-03-03T15:30:00Z,2:13,18024,1
,SAC,POR,121,118,Golden 1 Center,2023-11-08T22:00:00Z,2:49,17829,1
,IND,WAS,112,104,Gainbridge Fieldhouse,2024-01-10T19:00:00Z,2:17,15721,0
,PHX,BOS,107,117,Footprint Center,2024-03-09T20:30:00Z,2:12,17071,1
,PHX,LAC,122,131,Footprint Center,2024-01-03T21:00:00Z,2:27,17071,1
,TOR,WAS,111,107,Scotiabank Arena,2023-11-13T19:30:00Z,2:14,19800,1
,UTA,POR,115,99,Delta Center,2023-11-14T21:00:00Z,2:03,18206,1
,CHI,GSW,131,140,United Center,2024-01-12T20:00:00Z,2:19,21153,1
,MIN,NOP,122,101,Target Center,2023-11-08T20:00:00Z,2:07,18024,1
,LAC,WAS,140,115,Crypto.com Arena,2024-03-01T22:30:00Z,2:07,19370,1
,DEN,PHX,97,104,Ball Arena,2024-03-27T22:00:00Z,2:18,19827,1
,MIL,NOP,141,117,Fiserv Forum,2024-01-27T20:00:00Z,2:14,17940,1
,DET,DEN,103,107,Little Caesars Arena,2023-11-20T19:00:00Z,2:16,19403,0
,LAC,POR,123,111,Crypto.com Arena,2023-10-25T22:30:00Z,2:10,19370,1
,NOP,UTA,112,105,Smoothie King Center,2023-12-28T20:00:00Z,2:08,17753,1
,DET,MIA,101,104,Little Caesars Arena,2024-03-17T15:00:00Z,2:04,20004,0
,CLE,DAL,121,119,Rocket Mortgage FieldHouse,2024-02-27T19:00:00Z,2:05,19432,1
,BOS,MIL,122,119,TD Garden,2024-03-20T19:30:00Z,2:24,19156,1
,PHX,SAS,121,132,Footprint Center,2023-11-02T22:00:00Z,2:17,17071,1
,CLE,CHI,109,91,Rocket Mortgage FieldHouse,2024-01-15T19:00:00Z,2:10,19432,1
,LAL,DET,125,111,Crypto.com Arena,2024-02-13T22:30:00Z,2:07,18997,1
,CHA,NOP,107,112,Spectrum Center,2023-12-15T19:00:00Z,2:15,16080,0
,BOS,NYK,109,118,TD Garden,2024-04-11T19:30:00Z,2:05,19156,1
,WAS,TOR,112,109,Capital One Arena,2024-03-23T20:00:00Z,2:21,15746,0
,IND,ATL,157,115,Gainbridge Fieldhouse,2024-04-14T13:00:00Z,2:04,17274,1
,LAL,CHI,141,132,Crypto.com Arena,2024-01-25T22:30:00Z,2:15,18997,1
,DEN,HOU,134,124,Ball Arena,2023-11-29T21:00:00Z,2:07,19590,1
,OKC,LAC,129,107,Paycom Center,2024-02-22T20:00:00Z,2:01,18203,1
,CHA,MIL,99,111,Spectrum Center,2024-02-29T19:00:00Z,2:10,18463,0
,DEN,ATL,142,110,Ball Arena,2024-04-06T21:00:00Z,0:00,19639,1
,HOU,ATL,127,134,Toyota Center,2023-12-20T20:00:00Z,2:17,18055,1
,MIA,ORL,121,95,Kaseya Center,2024-02-06T19:30:00Z,2:08,19600,1
,OKC,CHI,116,102,Paycom Center,2023-11-22T20:00:00Z,2:14,18203,0
,OKC,MIN,101,107,Paycom Center,2024-01-29T20:00:00Z,2:10,16870,0
,ORL,MEM,118,88,Kia Center,2024-03-30T19:00:00Z,2:06,18009,0
,BKN,WAS,124,97,Barclays Center,2023-12-08T19:30:00Z,2:10,16587,0
,CHI,ATL,118,113,United Center,2023-12-26T20:00:00Z,2:15,21420,1
,MIN,OKC,106,103,Target Center,2023-11-28T20:00:00Z,2:21,18024,1
,MEM,CHI,110,118,FedExForum,2024-02-08T20:00:00Z,2:14,16285,0
,PHI,MIN,127,113,Wells Fargo Center,2023-12-20T19:00:00Z,2:24,20365,1
,LAC,UTA,131,102,Crypto.com Arena,2024-04-05T22:30:00Z,2:04,19370,1
,IND,LAL,109,90,Gainbridge Fieldhouse,2024-03-29T19:00:00Z,2:06,17274,1
,CHI,TOR,107,118,United Center,2024-01-30T20:00:00Z,2:16,21259,1
,NYK,MIL,111,130,Madison Square Garden,2023-12-23T12:30:00Z,2:11,19812,1
,NOP,SAC,129,93,Smoothie King Center,2023-11-20T20:00:00Z,2:10,16004,0
,MIN,MIL,107,112,Target Center,2024-02-23T22:00:00Z,2:18,18024,1
,PHI,ORL,125,113,Wells Fargo Center,2024-04-12T19:00:00Z,2:21,20149,1
,TOR,ATL,104,125,Scotiabank Arena,2023-12-15T19:30:00Z,2:04,19800,1
,OKC,SAC,127,113,Paycom Center,2024-02-11T15:00:00Z,2:12,17092,0
,BOS,PHI,125,119,TD Garden,2023-12-01T19:30:00Z,2:26,19156,1
,DAL,PHX,109,132,American Airlines Center,2024-01-24T20:30:00Z,2:22,20202,1
,ATL,BOS,120,118,State Farm Arena,2024-03-25T19:30:00Z,2:11,17405,1
,MEM,SAC,92,123,FedExForum,2023-12-31T20:00:00Z,2:06,17794,1
,PHI,IND,126,132,Wells Fargo Center,2023-11-14T19:00:00Z,2:37,19774,1
,LAL,HOU,107,97,Crypto.com Arena,2023-12-02T22:30:00Z,2:17,18997,1
,NOP,WAS,133,126,Smoothie King Center,2024-02-14T20:00:00Z,2:30,18316,1
,NOP,LAL,108,124,Smoothie King Center,2024-04-14T15:30:00Z,2:17,18633,1
,CHA,WAS,116,132,Spectrum Center,2023-11-08T19:00:00Z,2:16,14267,0
